
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444422447049 ;BA ;BRUMADO ;BARAUNAS ;RUA VALDA JESUS FERREIRA, N. 523, LT 24 QD 11 ;157.000,00;157.000,00;0.00;Casa, 68.48 de área total, 68.48 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422447049
 8444419860372 ;BA ;CACULE ;BAIRRO LAGOA DE CIMA ;RUA MARIA DE SOUZA PIRES, N. 87, LT 235A QD P ;75.884,78;131.000,00;42.08;Casa, 69.50 de área total, 69.50 de área privativa, 101.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419860372
 8787714354400 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 203, BL 11 ;69.318,81;148.000,00;53.17;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714354400
 8787714770357 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 301, BL 28 ;67.913,71;145.000,00;53.17;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714770357
 8787716575934 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 302, BL 28 ;70.255,56;150.000,00;53.17;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716575934
 8787718363403 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 101, BL 21 ;67.913,71;145.000,00;53.17;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718363403
 8787703558319 ;BA ;CAMACARI ;VILA DE ABRANTES ;RUA LAGOA BRANCA, N. S/N, Apto 302, BL 13, LAGOA BRANCA ;78.222,48;165.000,00;52.60;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703558319
 8787713069337 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 002, BL 25 ;75.852,11;160.000,00;52.60;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713069337
 8787713069590 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 002, BL 30 ;78.222,48;165.000,00;52.60;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713069590
 8787716022099 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA DA BELGICA, N. SN, Apto 301, BL 14 ;85.333,62;180.000,00;52.60;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716022099
 8787701814504 ;BA ;CAMACARI ;MALICIA (ABRANTES) ;RUA LAGOA BRANCA, N. SN, Apto 301, BL 04 ;75.144,17;151.000,00;50.24;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701814504
 8787701765090 ;BA ;CAMACARI ;CATU DE ABRANTES (ABRANTES) ; RUA BOA UNIÃO, N. SN, Apto 402, 1509 ;65.892,31;130.000,00;49.32;Apartamento, 0.00 de área total, 39.03 de área privativa, 101.66 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701765090
 8787702008706 ;BA ;CAMACARI ;LAGOA BRANCA ;RUA LAGOA BRANCA, N. SN, Apto 2, BL 03 ;84.033,11;165.000,00;49.08;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702008706
 8787710414734 ;BA ;CAMACARI ;CAJAZEIRAS DE ABRANTES (ABRANTES) ;RUA LAGOA BRANCA, N. SN, Apto 103, BL 08 ;71.945,72;138.000,00;47.87;Apartamento, 0.00 de área total, 40.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710414734
