
 Lista de Imóveis da Caixa;;Data de geração:;08/01/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444414078765 ;ES ;VILA VELHA ;BOA VISTA II ;RUA VICENTE DE CARVALHO, N. SN, Apto 201A, BL 401 ;65.011,51;109.000,00;40.36;Apartamento, 0.00 de área total, 42.59 de área privativa, 0.00 de área do terreno, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414078765
 8555530670715 ;ES ;VILA VELHA ;ATAIDE ;AVENIDA TRANSVERSAL, N. 72, Apto 705, VAGA 13 ;175.731,39;287.000,00;38.77;Apartamento, 90.13 de área total, 48.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530670715
 8787709652155 ;ES ;VILA VELHA ;NOSSA SENHORA DA PENHA ;RUA HENRIQUE CHAVES, N. SN, Apto 108,  TORRE 03 - GLEBA Nº 02 ;150.802,50;246.286,77;38.77;Apartamento, 63.76 de área total, 41.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709652155
 8555501314159 ;ES ;VILA VELHA ;SANTA INES ;RUA JOAO ANTONIO AFONSO, N. SN, Apto 404, BL 09 ;125.884,66;200.000,00;37.06;Apartamento, 52.67 de área total, 52.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555501314159
 10214659 ;ES ;VILA VELHA ;PONTA DA FRUTA ;RUA EDIMAR MENEGUELLI, N. 00, QD 4, LT 13 ;186.733,09;293.000,00;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 540.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10214659
 1252100003274 ;ES ;VILA VELHA ;JARDIM GUADALAJARA ;RUA FERNANDO DE NORONHA, N. 03, QD D LT 03 ;610.000,00;610.000,00;0.00;Casa, 179.23 de área total, 179.23 de área privativa, 244.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1252100003274
 1444402508419 ;ES ;VILA VELHA ;COQUEIRAL DE ITAPARICA ;AVENIDA SANTA LEOPOLDINA, N. 1200, Apto 201, BL 325 ;279.000,00;279.000,00;0.00;Apartamento, 0.00 de área total, 62.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444402508419
 1444408434760 ;ES ;VILA VELHA ;PRAIA DE ITAPARICA ;AVENIDA ESTUDANTE JOSE JULIO DE SOUZA, N. 2170, Apto 1607, ;1.480.000,00;1.480.000,00;0.00;Apartamento, 0.00 de área total, 168.19 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444408434760
 1555533602666 ;ES ;VILA VELHA ;PRAIA DE ITAPARICA ;AVENIDA SATURNINO RANGEL MAURO, N. 26A, Apto 605, QD 32, VG 88 ;628.000,00;628.000,00;0.00;Apartamento, 0.70 de área total, 58.84 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533602666
 1787702493436 ;ES ;VILA VELHA ;ARIBIRI ;RUA 1º DE MAIO, N. 147, Apto 609, VG 76 ;300.000,00;300.000,00;0.00;Apartamento, 0.00 de área total, 47.18 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702493436
 8555516278889 ;ES ;VILA VELHA ;ATAIDE ;RUA TRES, N. 115, Apto 1308, BL B ;277.000,00;277.000,00;0.00;Apartamento, 86.23 de área total, 46.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516278889
 8787704520196 ;ES ;VILA VELHA ;NOSSA SENHORA DA PENHA ;RUA HENRIQUE CHAVES, N. SN, Apto 702, TORRE 02 ;280.000,00;280.000,00;0.00;Apartamento, 63.76 de área total, 41.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704520196
 8787707033709 ;ES ;VILA VELHA ;ATAIDE ;RUA 1, N. 150, Apto 705, TORRE C ;229.350,00;229.350,00;0.00;Apartamento, 89.28 de área total, 45.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707033709
 8787709764379 ;ES ;VILA VELHA ;NOSSA SENHORA DA PENHA ;RUA HENRIQUE CHAVES, N. SN, Apto 708, GL 02 TR 01 VAGA 150PNE ;265.000,00;265.000,00;0.00;Apartamento, 58.16 de área total, 58.16 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709764379
 8787709289930 ;ES ;VILA VELHA ;NOSSA SENHORA DA PENHA ;RUA SANTIAGO DANTAS, N. SN, Apto 303, TORRE 02 ;170.704,75;165.000,00;0.00;Apartamento, 66.84 de área total, 54.02 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709289930
 8555516146095 ;ES ;VILA VELHA ;ATAIDE ;RUA TRES, N. 115, Apto 1205, BL A ;144.246,65;120.000,00;0.00;Apartamento, 87.82 de área total, 47.74 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555516146095
 1444415933555 ;ES ;VILA VELHA ;ATAIDE ;RUA TRES, N. 115, Apto 509, BL A ;168.972,56;133.000,00;0.00;Apartamento, 83.64 de área total, 45.06 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415933555
 10140908 ;ES ;VITORIA ;CENTRO ;AVENIDA JERONIMO MONTEIRO, N. 126 ;349.178,00;626.700,00;44.29;Loja, 0.00 de área total, 1202.00 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10140908
 10212305 ;ES ;VITORIA ;CONSOLACAO ;RUA ANTONIO ALEIXO, N. 470, Apto 102, BL B ;192.797,14;302.515,00;36.27;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10212305
 1555501082101 ;ES ;VITORIA ;PRAIA DO CANTO ;RUA CONSTANTE SODRE, N. 869, Apto 704, ;458.866,30;720.000,00;36.27;Apartamento, 0.00 de área total, 120.00 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555501082101
 10278240 ;ES ;VITORIA ;CENTRO ;RUA GAMA ROSA, N. 104, SL 301, 5º PAV ;128.000,00;128.000,00;0.00;Sala, 0.00 de área total, 68.89 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10278240
 10278242 ;ES ;VITORIA ;CENTRO ;RUA GAMA ROSA, N. 104, SL 401, 6º PAV ;200.000,00;200.000,00;0.00;Sala, 0.00 de área total, 68.89 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10278242
